name	address	city	state	zip	url
DRIFTWOOD PUBLICK HOUSE	39 Court St	Plymouth	MA	02360	https://www.dinersdriveinsdiveslocations.com/the-driftwood-publick-house-massachusetts.html
VEGGIE GALAXY	450 Massachusetts Ave	Cambridge	MA	02139	https://www.dinersdriveinsdiveslocations.com/veggie-galaxy-massachusetts.html
DIRTY WATER DOUGH	222 Newbury St	Boston	MA	02116	https://www.dinersdriveinsdiveslocations.com/dirty-water-dough-massachusetts.html
BAGELSAURUS	1796 Massachusetts Ave	Cambridge	MA	02140	https://www.dinersdriveinsdiveslocations.com/bagelsaurus-massachusetts.html
HIGHLAND FRIED	1271 Cambridge St	Cambridge	MA	02139	https://www.dinersdriveinsdiveslocations.com/highland-fried-massachusetts.html
PAULI'S	65 Salem St	Boston	MA	02113	https://www.dinersdriveinsdiveslocations.com/paulis-massachusetts.html
IN A PICKLE	265 Moody St	Waltham	MA	024533	https://www.dinersdriveinsdiveslocations.com/in-a-pickle-massachusetts.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
ROSIE'S DINER	4500 14 Mile Rd.	Rockford	MI	49341	https://www.dinersdriveinsdiveslocations.com/rosies-diner-michigan.html
JOE'S GIZZARD CITY	120 W. Main St.	Potterville	MI	48876	https://www.dinersdriveinsdiveslocations.com/joes-gizzard-city-michigan.html
THE FLY TRAP	22950 Woodward Ave.	Ferndale	MI	48220	https://www.dinersdriveinsdiveslocations.com/the-fly-trap-michigan.html
KRAZY JIM'S BLIMPY BURGER	551 S. Division St.	Ann Arbor	MI	48104	https://www.dinersdriveinsdiveslocations.com/krazy-jims-blimpy-burger-michigan.html
SUPINO PIZZERIA	2457 Russell St.	Detroit	MI	48207	https://www.dinersdriveinsdiveslocations.com/supino-pizzeria-michigan.html
POLISH VILLAGE CAFE	2990 Yemans Ave.	Hamtramck	MI	48212	https://www.dinersdriveinsdiveslocations.com/polish-village-cafe-michigan.html
TRAFFIC JAM & SNUG	511 W. Canfield St.	Detroit	MI	48201	https://www.dinersdriveinsdiveslocations.com/traffic-jam-and-snug-michigan.html
CLARKSTON UNION BAR & KITCHEN	54 S. Main St.	Clarkston	MI	48346	https://www.dinersdriveinsdiveslocations.com/clarkston-union-bar-and-kitchen-michigan.html
UNION WOODSHOP	18 S. Main St.	Clarkston	MI	48346	https://www.dinersdriveinsdiveslocations.com/union-woodshop-michigan.html
MICHIGAN BREWING CO.	1093 Highview Dr.	Webberville	MI	48892	https://www.dinersdriveinsdiveslocations.com/michigan-brewing-co.html
ZAYTOON	940 Elmwood Rd	Lansing	MI	48917	https://www.dinersdriveinsdiveslocations.com/zaytoon-michigan.html
MEAT BBQ	1224 Turner St	Lansing	MI	48906	https://www.dinersdriveinsdiveslocations.com/meat-bbq-michigan.html
CAPITAL CITY BBQ	1026 W Saginaw St	Lansing	MI	48915	https://www.dinersdriveinsdiveslocations.com/capital-city-bbq-michigan.html
EASTSIDE FISH FRY & GRILL	2417 E Kalamazoo St	Lansing	MI	48912	https://www.dinersdriveinsdiveslocations.com/eastside-fish-fry-grill-michigan.html
THE COSMOS	611 E Grand River Ave	Lansing	MI	48906	https://www.dinersdriveinsdiveslocations.com/the-cosmos-michigan.html
THE PURPLE CARROT	4480 Hagadorn Rd	Okemos	MI		https://www.dinersdriveinsdiveslocations.com/the-purple-carrot-michigan.html
AL'S BREAKFAST	413 14th Ave SE	Minneapolis	MN	55414	https://www.dinersdriveinsdiveslocations.com/als-breakfast-minnesota.html
PSYCHO SUZIE'S MOTOR LOUNGE	1900 Marshall St. NE	Minneapolis	MN	55418	https://www.dinersdriveinsdiveslocations.com/psycho-suzies-motor-lounge-minnesota.html
THE NOOK	492 Hamline Ave. S.	St. Paul	MN	55116	https://www.dinersdriveinsdiveslocations.com/the-nook-minnesota.html
TOWN TALK DINER	2707 1/2 E Lake St.	Minneapolis	MN	55406	https://www.dinersdriveinsdiveslocations.com/town-talk-diner-minnesota.html
THE WIENERY	414 Cedar Ave. S.	Minneapolis	MN	55454	https://www.dinersdriveinsdiveslocations.com/the-wienery-minnesota.html
BRYANT-LAKE BOWL	810 W Lake St.	Minneapolis	MN	55408	https://www.dinersdriveinsdiveslocations.com/bryant-lake-bowl-minnesota.html
VICTOR'S 1959 CAFE	756 Grand Ave S	Minneapolis	MN	55409	https://www.dinersdriveinsdiveslocations.com/victors-1959-cafe-minnesota.html
DONATELLI'S	2692 E County Road E	White Bear Lake	MN	55110	https://www.dinersdriveinsdiveslocations.com/donatellis-minnesota.html
MODERN CAFE	337 13th Ave NE	Minneapolis	MN	55413	https://www.dinersdriveinsdiveslocations.com/modern-cafe-minnesota.html
EMILY'S LEBANESE DELICATESSEN	641 University Ave NE	Minneapolis	MN	55413	https://www.dinersdriveinsdiveslocations.com/emilys-lebanese-delicatessen-minnesota.html
NORTHERN WATERS SMOKEHAUS	Dewitt-Seitz Marketplace	Duluth	MN	55802	https://www.dinersdriveinsdiveslocations.com/northern-waters-smokehaus-minnesota.html
GORDY'S HI-HAT	415 Sunnyside Dr.	Cloquet	MN	55720	https://www.dinersdriveinsdiveslocations.com/gordys-hi-hat-minnesota.html
KRAMARCZUK'S	215 East Hennepin Avenue	Minneapolis	MN	55414	https://www.dinersdriveinsdiveslocations.com/kramarczuks-minnesota.html
AT SARA'S TABLE CHESTER CREEK CAFE	1902 East 8th Street	Duluth	MN	55812	https://www.dinersdriveinsdiveslocations.com/at-saras-table-chester-creek-cafe-minnesota.html
THE BLUE DOOR PUB	1811 Selby Avenue	St. Paul	MN	55104	https://www.dinersdriveinsdiveslocations.com/the-blue-door-pub-minnesota.html
DULUTH GRILL	118 S 27th Ave. West	Duluth	MN	55806	https://www.dinersdriveinsdiveslocations.com/duluth-grill-minnesota.html
COLOSSAL CAFE	1839 East 42nd Street	Minneapolis	MN	55407	https://www.dinersdriveinsdiveslocations.com/colossal-cafe-minnesota.html
Q FANATIC BBQ	180 Miller Rd.	Champlin	MN	55316	https://www.dinersdriveinsdiveslocations.com/q-fanatic-bbq-minnesota.html
NYE'S POLONAISE ROOM	112 East Hennepin Ave.	Minneapolis	MN	55414	https://www.dinersdriveinsdiveslocations.com/nyes-polonaise-room-minnesota.html
PIZZERIA LOLA	5557 Xerxes Ave. S.	Minneapolis	MN	55410	https://www.dinersdriveinsdiveslocations.com/pizzeria-lola-minnesota.html
SMACK SHACK AT THE 1029 BAR	1029 Marshall St. Northeast	Minneapolis	MN	55413	https://www.dinersdriveinsdiveslocations.com/smack-shack-at-the-1029-bar-minnesota.html
BRODERS' CUCINA ITALIAN	2308 W. 50th St.	Minneapolis	MN	55410	https://www.dinersdriveinsdiveslocations.com/broders-cucina-italiana-minnesota.html
MARLA'S CARIBBEAN CUISINE	3761 Bloomington Ave. S.	Minneapolis	MN	55407	https://www.dinersdriveinsdiveslocations.com/marlas-caribbean-cuisine-minnesota.html
SMALLEY'S CARIBBEAN BARBEQUE	423 Main St. South	Stillwater	MN	55082	https://www.dinersdriveinsdiveslocations.com/smalleys-caribbean-barbeque-minnesota.html
CASPER & RUNYON'S NOOK	492 S. Hamline Ave.	St. Paul	MN	55116	https://www.dinersdriveinsdiveslocations.com/casper-and-runyons-nook-minnesota.html
GANNUCCI'S ITALIAN MARKET	301 N Central Ave	Duluth	MN	55807	https://www.dinersdriveinsdiveslocations.com/gannuccis-italian-market-minnesota.html
PAK'S GREEN CORNER	4131 Grand Ave	Duluth	MN	55807	https://www.dinersdriveinsdiveslocations.com/paks-green-corner-minnesota.html
UNIDELI	2015 E 24th St	Minneapolis	MN	55404	https://www.dinersdriveinsdiveslocations.com/united-noodles-minnesota.html
GEORGE & DRAGON PUB	813 W 50th St	Minneapolis	MN	55419	https://www.dinersdriveinsdiveslocations.com/george-and-the-dragon-pub-minnesota.html
BAYPORT BBQ	328 5th Ave N	Bayport	MN	55003	https://www.dinersdriveinsdiveslocations.com/bayport-bbq-minnesota.html
ANDALE TAQUERIA & MERCADO	W 77th St	Richfield	MN	55423	https://www.dinersdriveinsdiveslocations.com/andale-taqueria-mercado-minnesota.html
BUSTER'S ON 28TH	4204 S 28th Ave	Minneapolis	MN	55406	https://www.dinersdriveinsdiveslocations.com/busters-on-28th-minnesota.html
NORTHBOUND SMOKEHOUSE & BREWPUB	2716 E 38th St	Minneapolis	MN	55406	https://www.dinersdriveinsdiveslocations.com/northbound-smokehouse-brewpub-minnesota.html
GANDHI MAHAL	3009 27th Ave S	Minneapolis	MN	55406	https://www.dinersdriveinsdiveslocations.com/gandhi-mahal-minnesota.html
THE HERBIVOROUS BUTCHER	507 1st Ave NE	Minneapolis	MN	55413	https://www.dinersdriveinsdiveslocations.com/the-herbivorous-butcher-minnesota.html
SURLY BREWING CO	520 Malcolm Ave SE	Minneapolis	MN	55414	https://www.dinersdriveinsdiveslocations.com/surly-brewing-company-minnesota.html
HOLY LAND	2513 Central Ave NE	Minneapolis	MN	55418	https://www.dinersdriveinsdiveslocations.com/holy-land-minnesota.html
PRAIRIE DOGS	610 W Lake St	Minneapolis	MN	55408	https://www.dinersdriveinsdiveslocations.com/prairie-dogs-minnesota.html
RED WAGON PIZZA CO	5416 Penn Ave S	Minneapolis	MN	55419	https://www.dinersdriveinsdiveslocations.com/red-wagon-pizza-minnesota.html
SOL AVE. KITCHEN	1408 1st Ave N	Moorhead	MN	56560	https://www.dinersdriveinsdiveslocations.com/sol-ave-kitchen-minnesota.html
RUSTICA EATERY AND TAVERN	315 Main Ave	Moorhead	MN	56560	https://www.dinersdriveinsdiveslocations.com/rustica-eatery-tavern-minnesota.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
THE SHED BARBECUE & BLUES JOINT	7501 Hwy 57	Ocean Springs	MS	39565	https://www.dinersdriveinsdiveslocations.com/the-shed-barbecue-blues-joint-mississippi.html
DARWELL'S CAFE	127 E. First St.	Long Beach	MS	39560	https://www.dinersdriveinsdiveslocations.com/darwells-cafe-mississippi.html
BLOW FLY INN	1201 Washington Ave	Gulfport	MS	39507	https://www.dinersdriveinsdiveslocations.com/blow-fly-inn-mississippi.html
MEMPHIS STREET CAFE	2476 Memphis St.	Hernando	MS	38632	https://www.dinersdriveinsdiveslocations.com/memphis-street-cafe-mississippi.html
MEMPHIS BARBECUE CO.	709 Desoto Cove	Horn Lake	MS	38637	https://www.dinersdriveinsdiveslocations.com/memphis-barbecue-co-mississippi.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
GRINDER'S	417 E. 18th St.	Kansas City	MO	64108	https://www.dinersdriveinsdiveslocations.com/grinders-missouri.html
MAMA'S 39th STREET	3906 Waddell St.	Kansas City	MO	64111	https://www.dinersdriveinsdiveslocations.com/39th-street-mamas-missouri.html
SWEETIE PIE'S	4270 Manchester Ave	St. Louis	MO	63110	https://www.dinersdriveinsdiveslocations.com/sweetie-pies-missouri.html
IRON BARLEY	5510 Virginia Ave	St. Louis	MO	63111	https://www.dinersdriveinsdiveslocations.com/iron-barley-missouri.html
YJ'S SNACK BAR	128 W. 18th St.	Kansas City	MO	64108	https://www.dinersdriveinsdiveslocations.com/yjs-snack-bar-missouri.html
SMOKIN' GUNS BBQ	1218 Swift Avenue North	Kansas City	MO	64116	https://www.dinersdriveinsdiveslocations.com/smokin-guns-bbq-missouri.html
SWAGGER FINE SPIRITS AND FOOD	8431 Wornall Road	Kansas City	MO	64114	https://www.dinersdriveinsdiveslocations.com/swagger-fine-spirits-and-food-missouri.html
HAPPY GILLIS CAFE & HANGOUT	549 Gillis Street	Kansas City	MO	64106	https://www.dinersdriveinsdiveslocations.com/happy-gillis-cafe-hangout-missouri.html
THE BRICK	1727 McGee St	Kansas City	MO	64108	https://www.dinersdriveinsdiveslocations.com/the-brick-missouri.html
GUERRILLA STREET FOOD	856 Pennsylvania Ave	St. Louis	MO	63130	https://www.dinersdriveinsdiveslocations.com/guerrilla-street-food-missouri.html
ANTHONINO'S TAVERNA	2225 Macklind Ave.	St. Louis	MO	63110	https://www.dinersdriveinsdiveslocations.com/anthoninos-taverna-missouri.html
HIGHWAY 61 ROADHOUSE AND KITCHEN	34 S Old Orchard Ave	St. Louis	MO	63119	https://www.dinersdriveinsdiveslocations.com/highway-61-roadhouse-and-kitchen-missouri.html
THE SHAVED DUCK	2900 Virginia Ave.	St. Louis	MO	63118	https://www.dinersdriveinsdiveslocations.com/the-shaved-duck-missouri.html
DRESSEL'S PUBLIC HOUSE	419 N. Euclid Ave.	St. Louis	MO	63108	https://www.dinersdriveinsdiveslocations.com/dressels-public-house-missouri.html
ESPINO'S MEXICAN BAR & GRILL	17409 Chesterfield Airport Rd.	Chesterfield	MO	63005	https://www.dinersdriveinsdiveslocations.com/espinos-mexican-bar-and-grill-missouri.html
DANNY EDWARDS BOULEVARD BBQ	2900 Southwest Blvd	Kansas City	MO	64108	https://www.dinersdriveinsdiveslocations.com/danny-edwards-boulevard-bbq-missouri.html
BB'S LAWNSIDE BLUES AND BBQ	1205 E 85th St	Kansas City	MO	64131	https://www.dinersdriveinsdiveslocations.com/bbs-lawnside-blues-and-bbq-missouri.html
SUCCOTASH	2601 Holmes St	Kansas City	MO	64108	https://www.dinersdriveinsdiveslocations.com/succotash-missouri.html
CUPINI'S	1809 Westport Rd	Kansas City	MO	64111	https://www.dinersdriveinsdiveslocations.com/cupinis-missouri.html
POT PIE	904 Westport Rd	Kansas City	MO	64111	https://www.dinersdriveinsdiveslocations.com/pot-pie-missouri.html
BLUE KOI	1803 W 39th St	Kansas City	MO	64111	https://www.dinersdriveinsdiveslocations.com/blue-koi-missouri.html
BANKSIA	105 W 9th St	Kansas City	MO	64105	https://www.dinersdriveinsdiveslocations.com/banksia-missouri.html
JAROCHO	105 W 9th St	Kansas City	MO	64105	https://www.dinersdriveinsdiveslocations.com/jarocho-missouri.html
KC TACO COMPANY	520 Walnut St	Kansas City	MO	64106	https://www.dinersdriveinsdiveslocations.com/kc-taco-company-missouri.html
KROKSTROM SCANDINAVIAN	3601 Broadway Blvd	Kansas City	MO	64111	https://www.dinersdriveinsdiveslocations.com/krokstrom-scandinavian-comfort-food-missouri.html
EXTRA VIRGIN	1900 Main St	Kansas City	MO	64108	https://www.dinersdriveinsdiveslocations.com/extra-virgin-missouri.html
PIGWICH	20 E 5th St	Kansas City	MO	64106	https://www.dinersdriveinsdiveslocations.com/pigwich-missouri.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
ROOST FRIED CHICKEN	1520 W Main St	Bozeman	MT	59715	https://www.dinersdriveinsdiveslocations.com/roost-fried-chicken-montana.html
STORM CASTLE CAFE	5 Tai Ln	Bozeman	MT	59715	https://www.dinersdriveinsdiveslocations.com/storm-castle-cafe-montana.html
DIXIE QUICKS	1915 Leavenworth St.	Omaha	NE	68102	https://www.dinersdriveinsdiveslocations.com/dixie-quicks-nebraska.html
AMATO'S	6405 Center St.	Omaha	NE	68016	https://www.dinersdriveinsdiveslocations.com/amatos-nebraska.html
BIG MAMA'S KITCHEN & CATERING	3223 North 45th Street	Omaha	NE	68104	https://www.dinersdriveinsdiveslocations.com/big-mamas-kitchen-catering-nebraska.html
BREWBURGERS'S	4629 South 108th Street	Omaha	NE	68127	https://www.dinersdriveinsdiveslocations.com/brewburgers-nebraska.html
JOE TESS PLACE	5424 South 24th St.	Omaha	NE	68102	https://www.dinersdriveinsdiveslocations.com/joe-tess-place-nebraska.html
CALIFORNIA TACOS	3235 California Street	Omaha	NE	68131	https://www.dinersdriveinsdiveslocations.com/california-tacos-nebraska.html
IZZY'S PIZZA BUS	5402 S 108th St	Omaha	NE	68137	https://www.dinersdriveinsdiveslocations.com/izzys-pizza-bus-nebraska.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
FOUR KEGS SPORTS PUB	276 N. Jones Blvd.	Las Vegas	NV	89107	https://www.dinersdriveinsdiveslocations.com/four-kegs-sports-pub-nevada.html
THE COFFEE CUP	512 Nevada Highway	Boulder City	NV	89005	https://www.dinersdriveinsdiveslocations.com/the-coffee-cup-nevada.html
DISH CAFE & CATERING	855 Mill St.	Reno	NV	89502	https://www.dinersdriveinsdiveslocations.com/dish-cafe-catering-nevada.html
GOLD 'N SILVER	790 West 4th Street	Reno	NV	89503	https://www.dinersdriveinsdiveslocations.com/gold-n-silver-inn-nevada.html
FORTE EUROPEAN TAPAS BAR & BISTRO	4180 S. Rainbow, Ste. 806	Las Vegas	NV	89103	https://www.dinersdriveinsdiveslocations.com/forte-european-tapas-bar-and-bistro-nevada.html
JOHN MULL'S MEATS & ROAD KILL GRILL	3730 Thom Blvd.	Las Vegas	NV	89130	https://www.dinersdriveinsdiveslocations.com/john-mulls-meats-and-road-kill-grill-nevada.html
NAKED CITY PIZZA	3240 S. Arville St.	Las Vegas	NV	89102	https://www.dinersdriveinsdiveslocations.com/naked-city-pizza-nevada.html
LOUIS' BASQUE CORNER	301 E 4th St.	Reno	NV	89512	https://www.dinersdriveinsdiveslocations.com/louis-basque-corner-nevada.html
UNLV	4505 S. Maryland Pkwy.	Las Vegas	NV	89154	https://www.dinersdriveinsdiveslocations.com/unlv-nevada.html
LOLA'S - A LOUISIANA KITCHEN	241 W.Charleston Ste.101	Las Vegas	NV	89102	https://www.dinersdriveinsdiveslocations.com/lolas-a-louisiana-kitchen-nevada.html
BACHI BURGER	470 E. Windmill Ln.	Las Vegas	NV	89123	https://www.dinersdriveinsdiveslocations.com/bachi-burger-nevada.html
YAYO TACO	4632 S Maryland Pkwy	Las Vegas	NV	89119	https://www.dinersdriveinsdiveslocations.com/yayo-taco-nevada.html
FAT CHOY	595 E Sahara Ave	Las Vegas	NV	89104	https://www.dinersdriveinsdiveslocations.com/fat-choy-nevada.html
CREPE EXPECTATIONS	9500 S Eastern Ave	Las Vegas 	NV	89123	https://www.dinersdriveinsdiveslocations.com/crepe-expectations-nevada.html
THOSE GUYS PIES	2916 Lake East Dr.	Las Vegas	NV	89117	https://www.dinersdriveinsdiveslocations.com/those-guys-pies-nevada.html
VEGAS KITCHEN BAR	3535 S Las Vegas Blvd	Las Vegas	NV	89109	https://www.dinersdriveinsdiveslocations.com/guy-fieris-vegas-kitchen-bar-nevada.html
OSAKA JAPANESE BISTRO	4205 W Sahara Ave	Las Vegas	NV	89102	https://www.dinersdriveinsdiveslocations.com/osaka-japanese-bistro-nevada.html
NOBLE PIE PARLOR	239 W 2nd St	Reno	NV	89501	https://www.dinersdriveinsdiveslocations.com/noble-pie-parlor-nevada.html
BUTCHER'S KITCHEN CHAR-B-QUE	7689 S Virginia St N	Reno	NV	89511	https://www.dinersdriveinsdiveslocations.com/butchers-kitchen-char-b-que-nevada.html
FULL BELLY DELI	3064 Mill St	Reno	NV	89502	https://www.dinersdriveinsdiveslocations.com/full-belly-deli-nevada.html
WASHOE PUBLIC HOUSE	275 Hill St	Reno	NV	89501	https://www.dinersdriveinsdiveslocations.com/washoe-public-house-nevada.html
YOSH'S UNIQUE DELI	85 Foothill Rd #4	Reno	NV	89511	https://www.dinersdriveinsdiveslocations.com/yoshs-unique-deli-nevada.html
CAROLINA KITCHEN AND BBQ CO.	950 Glendale Ave	Sparks	NV	89431	https://www.dinersdriveinsdiveslocations.com/carolina-kitchen-bbq-co-nevada.html
CHICKPEAS MEDITERRANEAN CAFE	6110 W Flamingo Rd	Las Vegas	NV	89103	https://www.dinersdriveinsdiveslocations.com/chickpeas-mediterranean-cafe-nevada.html
NOBUTCHER	3565 S Rainbow Blvd Suite 110	Las Vegas	NV	89103	https://www.dinersdriveinsdiveslocations.com/nobutcher-nevada.html
MARSIGLIANO'S PIZZERIA AND MORE	8125 W Sahara Ave #170	Las Vegas	NV	89117	https://www.dinersdriveinsdiveslocations.com/marsiglianos-pizzeria-more-nevada.html
HOUSE OF DUTCH POT	4255 S Durango Dr	Las Vegas	NV	89147	https://www.dinersdriveinsdiveslocations.com/house-of-dutch-pot-nevada.html
WHAT'S ZAAP?	9575 W Tropicana Ave #1	Las Vegas	NV	89147	https://www.dinersdriveinsdiveslocations.com/whats-zaap-nevada.html
LETTY'S DE LETICIA'S COCINA	807 S Main St	Las Vegas	NV	89101	https://www.dinersdriveinsdiveslocations.com/lettys-de-leticias-cocina-nevada.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
RED ARROW DINER	61 Lowell St.	Manchester	NH	03101	https://www.dinersdriveinsdiveslocations.com/red-arrow-diner-new-hampshire.html
TUCKAWAY TAVERN & BUTCHERY	58 NH-27	Raymond	NH	03077	https://www.dinersdriveinsdiveslocations.com/tuckaway-tavern-and-butchery-new-hampshire.html
45 MARKET STREET BAKERY & CAFE	45 Market St	Somersworth	NH	03878	https://www.dinersdriveinsdiveslocations.com/45-market-street-bakery-cafe-new-hampshire.html
STREET Food 360	801 Islington St	Portsmouth	NH	03801	https://www.dinersdriveinsdiveslocations.com/street-food-360-new-hampshire.html
MOXY	106 Penhallow St	Portsmouth	NH	03801	https://www.dinersdriveinsdiveslocations.com/moxy-new-hampshire.html
THE KITCHEN	171 Islington St	Portsmouth	NH	03801	https://www.dinersdriveinsdiveslocations.com/the-kitchen-new-hampshire.html
VIDA CANTINA	2456 Lafayette Rd	Portsmouth	NH	03801	https://www.dinersdriveinsdiveslocations.com/vida-cantina-new-hampshire.html
MOAT MOUNTAIN SMOKEHOUSE AND BREWING COMPANY	3378 White Mountain Hwy	North Conway	NH	03860	https://www.dinersdriveinsdiveslocations.com/moat-mountain-smokehouse-brewing-company-new-hampshire.html
BIG DAVE'S BAGELS AND DELI	1130 Eastman Rd	North Conway	NH	03860	https://www.dinersdriveinsdiveslocations.com/big-daves-bagels-deli-new-hampshire.html
BARLEY AND SALT TAP HOUSE AND KITCHEN	1699 White Mountain Hwy	North Conway	NH	03860	https://www.dinersdriveinsdiveslocations.com/barley-salt-tap-house-kitchen-new-hampshire.html
BAY WAY DINER	2019 S Wood Ave.	Linden	NJ	07036	https://www.dinersdriveinsdiveslocations.com/bay-way-diner-new-jersey.html
MUSTACHE BILL'S	8th Ave. &amp; Broadway St.	Barnegat Light	NJ	08005	https://www.dinersdriveinsdiveslocations.com/mustache-bills-new-jersey.html
TICK TOCK DINER	281 Allwood Rd.	Clifton	NJ	07012	https://www.dinersdriveinsdiveslocations.com/tick-tock-diner-new-jersey.html
WHITE MANNA HAMBURGERS	358 River St.	Hackensack	NJ	07601	https://www.dinersdriveinsdiveslocations.com/white-manna-hamburgers-new-jersey.html
THE RITZ DINER	72 East Mount Pleasant Ave.	Livingston	NJ	07039	https://www.dinersdriveinsdiveslocations.com/the-ritz-diner-new-jersey.html
HIGHTSTOWN DINER	151 Mercer St.	Hightstown	NJ	08520	https://www.dinersdriveinsdiveslocations.com/hightstown-diner-new-jersey.html
SKYLARK DINER	Route 1 and Wooding Ave.	Edison	NJ	08817	https://www.dinersdriveinsdiveslocations.com/skylark-diner-new-jersey.html
JEFFERSON DINER	5 Bowling Green Pkwy.	Lake Hopatcong	NJ	07849	https://www.dinersdriveinsdiveslocations.com/jefferson-diner-new-jersey.html
BROWNSTONE DINER	426 Jersey Ave.	Jersey City	NJ	07302	https://www.dinersdriveinsdiveslocations.com/brownstone-diner-new-jersey.html
BAYWAY CATERING	2019 S Wood Ave.	Linden	NJ	07036	https://www.dinersdriveinsdiveslocations.com/bayway-diner-new-jersey.html
GEORGE'S PLACE	301 Beach Drive	Cape May	NJ	08204	https://www.dinersdriveinsdiveslocations.com/georges-place-new-jersey.html
10TH AVENUE BURRITO	801 Belmar Plaza	Belmar	NJ	07719	https://www.dinersdriveinsdiveslocations.com/10th-avenue-burrito-new-jersey.html
MAUI'S DOG HOUSE	806 New Jersey Avenue	Wildwood	NJ	08260	https://www.dinersdriveinsdiveslocations.com/mauis-dog-house-new-jersey.html
QUAHOG'S SEAFOOD SHACK	206 97th St.	Stone Harbor	NJ	08084	https://www.dinersdriveinsdiveslocations.com/quahogs-seafood-shack-new-jersey.html
LA ISLA RESTAURANT	104 Washington St.	Hoboken	NJ	07030	https://www.dinersdriveinsdiveslocations.com/la-isla-restaurant-new-jersey.html
MARIE'S ITALIAN SPECIALTIES	641 Shunpike Rd	Chatham	NJ	07928	https://www.dinersdriveinsdiveslocations.com/maries-italian-specialties-new-jersey.html
ANCHORAGE TAVERN	823 Bay Ave	Somers Point	NJ	08244	https://www.dinersdriveinsdiveslocations.com/anchorage-tavern-restaurant-new-jersey.html
GRILLED CHEESE & CRAB CAKE CO	55 W Laurel Dr	Somers Point	NJ	08244	https://www.dinersdriveinsdiveslocations.com/grilled-cheese-crab-cake-co-new-jersey.html
CARLUCCIOS COAL FIRED PIZZA	1200 New Rd	Northfield	NJ	08225	https://www.dinersdriveinsdiveslocations.com/carluccios-coal-fired-pizza-new-jersey.html
KELSEY & KIM'S SOUTHERN CAFE	201 Melrose Ave	Atlantic City	NJ	08401	https://www.dinersdriveinsdiveslocations.com/kelsey-kims-southern-cafe-new-jersey.html
ERNEST & SON MEAT MARKET	3305 W Brigantine Ave	Brigantine	NJ	08203	https://www.dinersdriveinsdiveslocations.com/ernest-son-meat-market-new-jersey.html
OYSTER CREEK INN & BOAT BAR	41 North Oyster Creek Rd	Leeds Point	NJ	08220	https://www.dinersdriveinsdiveslocations.com/oyster-creek-restaurant-boat-bar-new-jersey.html
PICCINI PIZZA	1260 West Ave	Ocean City	NJ	08226	https://www.dinersdriveinsdiveslocations.com/piccini-new-jersey.html
VAGABOND KITCHEN	672 N Trenton Ave	Atlantic City	NJ	08401	https://www.dinersdriveinsdiveslocations.com/vagabond-kitchen-tap-house-new-jersey.html
SAM'S RIALTO BAR & GRILL	18 S Main St	Pleasantville	NJ	08232	https://www.dinersdriveinsdiveslocations.com/sams-rialto-bar-grill-new-jersey.html
VINCENTOWN DINER	2357 US-206	Vincentown	NJ	08088	https://www.dinersdriveinsdiveslocations.com/vincentown-diner-new-jersey.html
JAMMIN' CREPES	20 Nassau St	Princeton	NJ	08542	https://www.dinersdriveinsdiveslocations.com/jammin-crepes-new-jersey.html
ROCKY HILL INN	137 Washington St	Rocky Hill	NJ	08553	https://www.dinersdriveinsdiveslocations.com/rocky-hill-inn-new-jersey.html
BAGEL STREET GRILL	660 Plainsboro Rd	Plainsboro	NJ	08536	https://www.dinersdriveinsdiveslocations.com/bagel-street-grill-new-jersey.html
DOLCE & CLEMENTE'S	2 N Commerce Square	Robbinsville	NJ	08691	https://www.dinersdriveinsdiveslocations.com/dolce-clementes-new-jersey.html
JERSEY GIRL CAFE	608 Marketplace Blvd	Hamilton	NJ	08691	https://www.dinersdriveinsdiveslocations.com/jersey-girl-cafe-new-jersey.html
HALDI CHOWK	1409 NJ-35 # 2012	Middletown	NJ	07748	https://www.dinersdriveinsdiveslocations.com/haldi-chowk-new-jersey.html
TURF SURF AND EARTH	46 E Main St	Somerville	NJ	08876	https://www.dinersdriveinsdiveslocations.com/turf-surf-earth-new-jersey.html
THE CHUBBY PICKLE	23 Bay Ave.	Highlands	NJ	07732	https://www.dinersdriveinsdiveslocations.com/the-chubby-pickle-new-jersey.html
MOO TAI THAI	1064 Ocean Ave N	Sea Bright	NJ	07760	https://www.dinersdriveinsdiveslocations.com/moo-yai-thai-new-jersey.html
BIG PINKS BBQ	483 Union Ave	Bridgewater Township	NJ	08807	https://www.dinersdriveinsdiveslocations.com/big-pinks-bbq-new-jersey.html
JOE'S MEAT MARKET	28 Main S	South Bound Brook	NJ	08880	https://www.dinersdriveinsdiveslocations.com/joes-meat-market-new-jersey.html
ERROR	ERROR	ERROR	ERROR	ERROR	ERROR
TECOLOTE CAFE	1203 Cerrillos Rd.	Santa Fe	NM	87505	https://www.dinersdriveinsdiveslocations.com/tecolote-cafe-new-mexico.html
MONTE CARLO STEAK HOUSE	3916 Central SW	Albuquerque	NM	87105	https://www.dinersdriveinsdiveslocations.com/monte-carlo-steak-house-new-mexico.html
